text,start,finish,path
i,0.696764695753986,0.8605203347222701,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-026.flac
a,0.3821546070132695,0.49,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-004.flac
d̠,0.49,0.608133451210728,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-004.flac
ʒ,0.608133451210728,0.66,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-004.flac
õ,0.66,0.9214471144216972,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-004.flac
a,0.1735494507386618,0.26,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-007.flac
n,0.26,0.36186843555218845,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-007.flac
y,0.36186843555218845,0.433772047935535,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-007.flac
m,0.433772047935535,0.5958405075932367,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-007.flac
o,0.5958405075932367,0.71,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-007.flac
j,0.71,0.8069860360205241,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-007.flac
i,0.8069860360205241,0.9907397121112986,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-007.flac
a,0.15021239908427744,0.28,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-015.flac
ɣ,0.28,0.38,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-015.flac
ɯ,0.38,0.65,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-015.flac
a,0.26317008702635536,0.37,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-011.flac
f,0.37,0.5895953483169186,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-011.flac
u,0.5895953483169186,0.6976759532258342,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-011.flac
a,0.19181388247443096,0.29111100211870244,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-008.flac
n,0.29111100211870244,0.37214658251805044,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-008.flac
y,0.37214658251805044,0.43492062367247497,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-008.flac
n,0.43492062367247497,0.6357975553666334,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-008.flac
u,0.6357975553666334,0.7579215990670592,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-008.flac
j,0.7579215990670592,0.8332504484523687,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-008.flac
i,0.8332504484523687,1.0238552643212577,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-008.flac
n,0.16117931189061835,0.31,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-010.flac
ɔ,0.31,0.42,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-010.flac
ŋ,0.42,0.5424904340803172,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-010.flac
ə,0.5424904340803172,0.663126474950067,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-010.flac
a,0.155495325252247,0.2996499104652365,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-001.flac
t,0.2996499104652365,0.53,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-001.flac
i,0.53,0.6504839612245602,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-001.flac
a,0.1502090120183202,0.27,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-002.flac
t̠,0.27,0.3729166810151865,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-002.flac
ʃ,0.3729166810151865,0.4243756499879473,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-002.flac
a,0.4243756499879473,0.49,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-002.flac
ʔ,0.49,0.5779089672509384,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-002.flac
ə,0.5779089672509384,0.6951679293364097,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-002.flac
a,0.1737538310547884,0.28,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-009.flac
n,0.28,0.3610803574503254,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-009.flac
y,0.3610803574503254,0.4504016150693894,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-009.flac
ɲ,0.4504016150693894,0.6526150177347705,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-009.flac
a,0.6526150177347705,0.7940403422982885,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-009.flac
j,0.7940403422982885,0.8635124315575605,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-009.flac
i,0.8635124315575605,1.0334709356382794,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-009.flac
a,0.1485513702374393,0.25,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-018.flac
f,0.25,0.4342615955935695,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-018.flac
r,0.4342615955935695,0.5766824982027043,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-018.flac
u,0.5766824982027043,0.7,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-018.flac
a,0.15948849822652297,0.3012115603154379,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-014.flac
z,0.3012115603154379,0.56,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-014.flac
i,0.56,0.6698602396776749,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-014.flac
a,0.15527054995006717,0.29,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-003.flac
d,0.29,0.54,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-003.flac
i,0.54,0.6934807500258274,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-003.flac
a,0.165434636254405,0.25,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
n,0.25,0.32440449765172125,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
y,0.32440449765172125,0.37775008872464616,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
ŋ,0.37775008872464616,0.5,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
ɡ,0.5,0.5719280402300928,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
w,0.5719280402300928,0.6156714249098912,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
e,0.6156714249098912,0.68,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
j,0.68,0.7874442281647095,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
i,0.7874442281647095,0.9474810013834842,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-022.flac
a,0.15541115864153954,0.26,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-000.flac
b,0.26,0.4338384818011984,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-000.flac
o,0.4338384818011984,0.5984336396911625,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-000.flac
a,0.17965454216743001,0.26594880161162576,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-023.flac
n,0.26594880161162576,0.33824939736216814,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-023.flac
y,0.33824939736216814,0.4268759340886394,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-023.flac
n,0.4268759340886394,0.7114137625262578,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-023.flac
w,0.7114137625262578,0.7977080219704535,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-023.flac
i,0.7977080219704535,1.09,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-023.flac
a,0.17514180068184165,0.27,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
k,0.27,0.43,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
a,0.43,0.53,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
ŋ,0.53,0.5832576094932349,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
z,0.5832576094932349,0.6409930748063373,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
w,0.6409930748063373,0.7684334429560247,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
i,0.7684334429560247,0.9131090688384585,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
n,0.9131090688384585,0.9872705241227314,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
y,0.9872705241227314,1.11,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-027.flac
a,0.1501068218602569,0.24,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-016.flac
j,0.24,0.38,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-016.flac
a,0.38,0.6233109955576983,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-016.flac
a,0.1670793329660112,0.27,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-020.flac
t,0.27,0.5510863063466372,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-020.flac
w,0.5510863063466372,0.574012095802197,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-020.flac
i,0.574012095802197,0.7115668325355556,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-020.flac
ŋ,0.14824743448465855,0.37,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-006.flac
ɡ,0.37,0.43400102448431416,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-006.flac
a,0.43400102448431416,0.53,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-006.flac
ŋ,0.53,0.66,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-006.flac
a,0.1538928906708794,0.25,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-024.flac
ŋ,0.25,0.37025297261470214,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-024.flac
w,0.37025297261470214,0.426824186700931,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-024.flac
i,0.426824186700931,0.63,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-024.flac
n,0.63,0.7364771480150258,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-024.flac
ø,0.7364771480150258,0.829770027385298,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bfd/bfd-000-024.flac
e,0.15,0.3296484383071043,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-015.flac
v,0.3296484383071043,0.47,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-015.flac
a,0.47,0.67,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-015.flac
ɛ,0.15374122976887405,0.31,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-016.flac
s,0.31,0.51,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-016.flac
e,0.51,0.5940542902398499,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-016.flac
i,0.5940542902398499,0.7656538127360333,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-016.flac
ɔ,0.1433377096318744,0.27967668480319574,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-003.flac
ɡ͡b,0.27967668480319574,0.451620105719894,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-003.flac
a,0.451620105719894,0.64,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-003.flac
a,0.14375508798512346,0.2858751334412342,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-006.flac
k,0.2858751334412342,0.46,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-006.flac
o,0.46,0.5931402596508144,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-006.flac
a,0.16708080512414342,0.3,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-005.flac
d,0.3,0.4513705189572644,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-005.flac
a,0.4513705189572644,0.64,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-005.flac
o,0.17154981232136093,0.32,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-000.flac
p,0.32,0.4948927649023727,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-000.flac
i,0.4948927649023727,0.5699226213023865,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-000.flac
a,0.5699226213023865,0.6601370914976411,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-000.flac
o,0.14768157305204493,0.3,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-009.flac
n,0.3,0.4294468713072649,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-009.flac
a,0.4294468713072649,0.64,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-009.flac
a,0.14849627717064412,0.34694324555454165,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-022.flac
ɹ̝,0.34694324555454165,0.43309076671344293,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-022.flac
a,0.43309076671344293,0.5507744340108706,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-022.flac
ɛ,0.16789811116085263,0.34,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-012.flac
f,0.34,0.52,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-012.flac
ɛ,0.52,0.65,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-012.flac
a,0.14936205431919145,0.29,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-004.flac
t,0.29,0.46907532429118315,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-004.flac
a,0.46907532429118315,0.61,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-004.flac
e,0.15949209453579666,0.32,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-014.flac
ʋ,0.32,0.4,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-014.flac
a,0.4,0.6015430414990759,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-014.flac
a,0.15611855607975483,0.323198930748304,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-011.flac
ŋ,0.323198930748304,0.47,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-011.flac
w,0.47,0.53,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-011.flac
a,0.53,0.6087044061434623,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-011.flac
a,0.6087044061434623,0.7124411222838253,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-011.flac
a,0.15198097410235661,0.274874553519118,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-021.flac
l,0.274874553519118,0.36,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-021.flac
a,0.36,0.51,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-021.flac
z,0.51,0.67,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-021.flac
i,0.67,0.7964465165556092,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-021.flac
e,0.17,0.29783720169427325,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-008.flac
m,0.29783720169427325,0.4243756499879473,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-008.flac
a,0.4243756499879473,0.5660987120768622,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-008.flac
o,0.15,0.3,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-007.flac
ɡ,0.3,0.4597538482730122,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-007.flac
i,0.4597538482730122,0.5963161265883812,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-007.flac
o,0.15,0.33,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-020.flac
h,0.33,0.42499446434105853,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-020.flac
a,0.42499446434105853,0.5658243138537828,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-020.flac
e,0.157804877180975,0.30374917837305,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-013.flac
w,0.30374917837305,0.47,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-013.flac
a,0.47,0.64,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-013.flac
ɔ,0.15169475532904025,0.2826992665036675,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-002.flac
b,0.2826992665036675,0.4144977444126864,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-002.flac
a,0.4144977444126864,0.61,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-002.flac
ɛ,0.1624425341781742,0.38,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-017.flac
z,0.38,0.547144228451393,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-017.flac
ɛ,0.547144228451393,0.6834832036227144,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-017.flac
a,0.16882349598815383,0.31307732704294217,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-023.flac
ɹ,0.31307732704294217,0.3847328248217913,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-023.flac
a,0.3847328248217913,0.52,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-023.flac
b,0.52,0.6345842315506731,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-023.flac
a,0.6345842315506731,0.743953149213127,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-023.flac
o,0.1716520024794242,0.31213449154585204,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-001.flac
k͡p,0.31213449154585204,0.51,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-001.flac
i,0.51,0.6110133441234201,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-001.flac
a,0.6110133441234201,0.7467816557043974,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-001.flac
o,0.15,0.31860881056510215,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-019.flac
ɣ,0.31860881056510215,0.45,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-019.flac
o,0.45,0.6775562088914908,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-019.flac
o,0.15,0.3,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-018.flac
x,0.3,0.42,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-018.flac
a,0.42,0.569321257619064,/home/kalvin/ssl/unbox-w2v-convnet/data/voxangeles/data/audited_aligned/bin/bin-001-018.flac
